"Name";"X";"Y"
"662345.480050001 222174.28";662345.480050001;222174.28
"662346.487050001 232702.839";662346.487050001;232702.839
"662348.490049999 222205.75";662348.490049999;222205.75
"662349.443050001 231702.358";662349.443050001;231702.358
"662350.04005 210548.43";662350.04005;210548.43
"662351.170049999 237157.134";662351.170049999;237157.134
"662351.881050002 237153.148";662351.881050002;237153.148
"662353.583050001 232761.502";662353.583050001;232761.502
"662355.240049999 205250.8";662355.240049999;205250.8
"662355.614050001 234074.476";662355.614050001;234074.476
"662356.990049999 231705.543";662356.990049999;231705.543
"662358.775049999 232762.433";662358.775049999;232762.433
"662358.862050001 205797.62";662358.862050001;205797.62
"662359.264049999 233777.304";662359.264049999;233777.304
"662361.683049999 234074.43";662361.683049999;234074.43
"662362.052049998 232642.436";662362.052049998;232642.436
"662362.160050001 205678.94";662362.160050001;205678.94
"662362.254050002 234073.243";662362.254050002;234073.243
"662363.501049999 231711.759";662363.501049999;231711.759
"662363.52705 232636.998";662363.52705;232636.998
"662369.589049999 231718.516";662369.589049999;231718.516
"662370.204050001 234056.714";662370.204050001;234056.714
"662371.240049999 213404.11";662371.240049999;213404.11
"662373.375050001 231722.739";662373.375050001;231722.739
"662374.479049999 231728.307";662374.479049999;231728.307
"662377.207049999 234039.171";662377.207049999;234039.171
"662380.45205 231737.071";662380.45205;231737.071
"662380.576049998 232632.617";662380.576049998;232632.617
"662380.65605 205625.656";662380.65605;205625.656
"662381.578049999 215475.786";662381.578049999;215475.786
"662384.35605 231737.509";662384.35605;231737.509
"662385.29005 219095.78";662385.29005;219095.78
"662385.764049999 210562.093";662385.764049999;210562.093
"662385.820050001 213386.85";662385.820050001;213386.85
"662386.023049999 233773.264";662386.023049999;233773.264
"662387.370049998 231743.283";662387.370049998;231743.283
"662390.938050002 231741.694";662390.938050002;231741.694
"662396.504050002 205579.998";662396.504050002;205579.998
"662397.92605 234035.386";662397.92605;234035.386
"662398.88005 237161.892";662398.88005;237161.892
"662399.593049999 215481.679";662399.593049999;215481.679
"662401.590050001 231743.015";662401.590050001;231743.015
"662404.155049998 232629.967";662404.155049998;232629.967
"662406.122049998 237163.241";662406.122049998;237163.241
"662406.26805 205824.545";662406.26805;205824.545
"662408.39105 205545.752";662408.39105;205545.752
"662409.754050002 219105.761";662409.754050002;219105.761
"662410.561050002 234038.177";662410.561050002;234038.177
"662414.297049999 215489.379";662414.297049999;215489.379
"662414.574050002 233769.724";662414.574050002;233769.724
"662415.820050001 205300.52";662415.820050001;205300.52
"662416.740049999 213377.27";662416.740049999;213377.27
"662416.795049999 234036.293";662416.795049999;234036.293
"662417.27705 237164.54";662417.27705;237164.54
"662417.500050001 210574.23";662417.500050001;210574.23
"662420.465050001 231750.808";662420.465050001;231750.808
"662420.919050001 215494.728";662420.919050001;215494.728
"662424.120049998 213355.18";662424.120049998;213355.18
"662427.13005 231756.354";662427.13005;231756.354
"662428.067049999 232629.602";662428.067049999;232629.602
"662429.63005 205484.564";662429.63005;205484.564
"662430.694049999 215506.142";662430.694049999;215506.142
"662433.651050001 237166.447";662433.651050001;237166.447
"662434.09905 234010.852";662434.09905;234010.852
"662439.590050001 213330.07";662439.590050001;213330.07
"662441.328049999 215517.051";662441.328049999;215517.051
"662443.523049999 232581.052";662443.523049999;232581.052
"662445.225049999 232575.707";662445.225049999;232575.707
"662446.080049999 213317.02";662446.080049999;213317.02
"662446.251049999 231759.124";662446.251049999;231759.124
"662448.050050002 205848.233";662448.050050002;205848.233
"662448.219050001 232579.616";662448.219050001;232579.616
"662449.050050002 232576.765";662449.050050002;232576.765
"662450.00705 233781.468";662450.00705;233781.468
"662450.99605 222383.912";662450.99605;222383.912
"662451.984049998 231765.647";662451.984049998;231765.647
"662452.767050002 233993.911";662452.767050002;233993.911
"662453.778050002 205414.996";662453.778050002;205414.996
"662454.33605 215528.01";662454.33605;215528.01
"662454.576049998 233811.988";662454.576049998;233811.988
"662455.170049999 233802.337";662455.170049999;233802.337
"662458.831050001 233835.791";662458.831050001;233835.791
"662459.186050002 233837.778";662459.186050002;233837.778
"662459.460050002 219112.67";662459.460050002;219112.67
"662460.52005 233976.092";662460.52005;233976.092
"662461.61005 232533.656";662461.61005;232533.656
"662461.853050001 231766.446";662461.853050001;231766.446
"662462.13005 213285.7";662462.13005;213285.7
"662463.067049999 233868.059";662463.067049999;233868.059
"662464.252050001 227342.442";662464.252050001;227342.442
"662464.52705 205384.028";662464.52705;205384.028
"662466.359049998 215538.023";662466.359049998;215538.023
"662466.379050002 231772.575";662466.379050002;231772.575
"662467.38005 210593.29";662467.38005;210593.29
"662467.844050001 232512.268";662467.844050001;232512.268
"662469.65405 232506.06";662469.65405;232506.06
"662469.990049999 231774.386";662469.990049999;231774.386
"662472.471050002 231773.637";662472.471050002;231773.637
"662472.690049998 233980.841";662472.690049998;233980.841
"662473.010049999 237171.051";662473.010049999;237171.051
"662475.070050001 222374.42";662475.070050001;222374.42
"662476.280049998 205350.17";662476.280049998;205350.17
"662477.922049999 231773.954";662477.922049999;231773.954
"662479.013050001 233980.545";662479.013050001;233980.545
"662480.19105 213152.111";662480.19105;213152.111
"662480.331050001 231774.882";662480.331050001;231774.882
"662483.105050001 213128.303";662483.105050001;213128.303
"662483.33805 231777.436";662483.33805;231777.436
"662484.001049999 231780.758";662484.001049999;231780.758
"662484.795049999 215547.548";662484.795049999;215547.548
"662486.539050002 237172.633";662486.539050002;237172.633
"662486.77705 233967.958";662486.77705;233967.958
"662487.320050001 232445.632";662487.320050001;232445.632
"662487.47005 213215.25";662487.47005;213215.25
"662488.88005 213180.48";662488.88005;213180.48
"662490.35805 233898.811";662490.35805;233898.811
"662490.438050002 231780.935";662490.438050002;231780.935
"662492.166049998 231781.99";662492.166049998;231781.99
"662494.27005 222369.19";662494.27005;222369.19
"662497.88205 233960.548";662497.88205;233960.548
"662499.080049999 231791.219";662499.080049999;231791.219
"662502.990049999 233961.767";662502.990049999;233961.767
"662503.067049999 215555.932";662503.067049999;215555.932
"662505.002050001 210595.886";662505.002050001;210595.886
"662506.008049998 231792.913";662506.008049998;231792.913
"662507.979049999 233965.238";662507.979049999;233965.238
"662508.900049999 213068.72";662508.900049999;213068.72
"662510.45005 219119.56";662510.45005;219119.56
"662511.05305 231799.819";662511.05305;231799.819
"662512.00505 233971.461";662512.00505;233971.461
"662512.647050001 231802.997";662512.647050001;231802.997
"662514.037050001 233980.771";662514.037050001;233980.771
"662515.848049998 231804.243";662515.848049998;231804.243
"662517.030049998 205371.39";662517.030049998;205371.39
"662518.07705 233964.089";662518.07705;233964.089
"662519.940049998 222366.38";662519.940049998;222366.38
"662520.341049999 233996.278";662520.341049999;233996.278
"662521.10805 215569.635";662521.10805;215569.635
"662523.537050001 233948.539";662523.537050001;233948.539
"662523.605050001 233957.952";662523.605050001;233957.952
"662523.686050002 231809.732";662523.686050002;231809.732
"662524.295049999 234011.412";662524.295049999;234011.412
"662525.363049999 205892.232";662525.363049999;205892.232
"662525.79005 233921.352";662525.79005;233921.352
"662526.340050001 219126.003";662526.340050001;219126.003
"662527.817049999 231819.535";662527.817049999;231819.535
"662529.046050001 233938.171";662529.046050001;233938.171
"662529.204050001 233927.821";662529.204050001;233927.821
"662529.490049999 219127.64";662529.490049999;219127.64
"662529.49405 237177.58";662529.49405;237177.58
"662530.329050001 233924.24";662530.329050001;233924.24
"662531.544050001 234013.917";662531.544050001;234013.917
"662534.81405 237178.213";662534.81405;237178.213
"662535.63005 210598.0";662535.63005;210598.0
"662536.026050001 234011.795";662536.026050001;234011.795
"662538.376049999 237194.875";662538.376049999;237194.875
"662538.419050001 231821.075";662538.419050001;231821.075
"662539.324050002 215582.988";662539.324050002;215582.988
"662539.91705 237200.475";662539.91705;237200.475
"662541.037050001 219107.307";662541.037050001;219107.307
"662542.175050002 237179.088";662542.175050002;237179.088
"662544.684050001 237203.849";662544.684050001;237203.849
"662545.504050002 231823.995";662545.504050002;231823.995
"662547.129050002 231825.316";662547.129050002;231825.316
"662550.16305 234005.101";662550.16305;234005.101
"662550.31405 231827.906";662550.31405;231827.906
"662554.63405 212998.97";662554.63405;212998.97
"662555.899050001 219087.912";662555.899050001;219087.912
"662555.993050002 215591.554";662555.993050002;215591.554
"662559.71305 234006.538";662559.71305;234006.538
"662559.767050002 232295.697";662559.767050002;232295.697
"662562.670049999 212986.654";662562.670049999;212986.654
"662565.54005 231837.767";662565.54005;231837.767
"662567.909049999 205916.365";662567.909049999;205916.365
"662569.31405 237209.009";662569.31405;237209.009
"662569.830049999 222352.5";662569.830049999;222352.5
"662573.070050001 210682.5";662573.070050001;210682.5
"662573.311050002 212970.411";662573.311050002;212970.411
"662573.350049999 219071.41";662573.350049999;219071.41
"662573.888050001 210680.245";662573.888050001;210680.245
"662574.409049999 231838.482";662574.409049999;231838.482
"662578.340050001 215610.955";662578.340050001;215610.955
"662579.330049999 205403.78";662579.330049999;205403.78
"662581.302049998 233997.673";662581.302049998;233997.673
"662582.660050001 231840.79";662582.660050001;231840.79
"662587.451049998 210642.879";662587.451049998;210642.879
"662587.498050001 205923.781";662587.498050001;205923.781
"662588.05305 231845.689";662588.05305;231845.689
"662588.342050001 215626.034";662588.342050001;215626.034
"662588.81605 233997.752";662588.81605;233997.752
"662589.230050001 222352.95";662589.230050001;222352.95
"662591.57705 237212.476";662591.57705;237212.476
"662597.56005 222364.89";662597.56005;222364.89
"662598.139049999 219052.462";662598.139049999;219052.462
"662598.572050001 233994.449";662598.572050001;233994.449
"662600.228050001 231852.651";662600.228050001;231852.651
"662601.29205 222364.851";662601.29205;222364.851
"662601.602049999 233978.03";662601.602049999;233978.03
"662601.70205 231853.494";662601.70205;231853.494
"662602.070050001 210602.6";662602.070050001;210602.6
"662604.714049999 222370.884";662604.714049999;222370.884
"662605.857050002 232200.383";662605.857050002;232200.383
"662605.995049998 231853.278";662605.995049998;231853.278
"662609.91305 222369.851";662609.91305;222369.851
"662612.030049998 222370.801";662612.030049998;222370.801
"662612.55305 219039.078";662612.55305;219039.078
"662613.966049999 237214.079";662613.966049999;237214.079
"662614.881050002 222375.318";662614.881050002;222375.318
"662615.497049998 233977.754";662615.497049998;233977.754
"662619.59705 231856.916";662619.59705;231856.916
"662619.991050001 222374.054";662619.991050001;222374.054
"662624.006050002 222369.792";662624.006050002;222369.792
"662625.080049999 205427.53";662625.080049999;205427.53
"662625.56605 233984.237";662625.56605;233984.237
"662626.02005 210691.03";662626.02005;210691.03
"662626.21305 231861.111";662626.21305;231861.111
"662626.574050002 231861.231";662626.574050002;231861.231
"662629.210050002 231862.597";662629.210050002;231862.597
"662629.216049999 233986.587";662629.216049999;233986.587
"662630.63205 215649.025";662630.63205;215649.025
"662630.767050002 222369.781";662630.767050002;222369.781
"662632.32705 231862.913";662632.32705;231862.913
"662632.477049999 233988.88";662632.477049999;233988.88
"662634.545049999 222372.167";662634.545049999;222372.167
"662635.419050001 231862.9";662635.419050001;231862.9
"662637.06205 205942.584";662637.06205;205942.584
"662639.04005 233986.714";662639.04005;233986.714
"662639.41305 222372.07";662639.41305;222372.07
"662640.004050002 231866.698";662640.004050002;231866.698
"662641.23305 222370.856";662641.23305;222370.856
"662642.705049999 222369.104";662642.705049999;222369.104
"662644.796050001 233983.166";662644.796050001;233983.166
"662645.455049999 222368.166";662645.455049999;222368.166
"662645.762049999 231867.642";662645.762049999;231867.642
"662650.498050001 222370.698";662650.498050001;222370.698
"662652.64105 237216.22";662652.64105;237216.22
"662653.135049999 233989.943";662653.135049999;233989.943
"662655.688050002 222369.623";662655.688050002;222369.623
"662657.305050001 237216.471";662657.305050001;237216.471
"662658.087049998 210699.222";662658.087049998;210699.222
"662658.642050002 222369.614";662658.642050002;222369.614
"662658.956050001 231877.128";662658.956050001;231877.128
"662659.468049999 215666.046";662659.468049999;215666.046
"662661.14505 222371.445";662661.14505;222371.445
"662661.934050001 231883.715";662661.934050001;231883.715
"662662.322050001 233992.164";662662.322050001;233992.164
"662663.642050002 222373.809";662663.642050002;222373.809
"662664.135049999 222377.006";662664.135049999;222377.006
"662665.0 226935.0";662665.0;226935.0
"662667.258049998 222378.528";662667.258049998;222378.528
"662667.523049999 231885.604";662667.523049999;231885.604
"662670.615049999 231890.618";662670.615049999;231890.618
"662672.226050001 233988.463";662672.226050001;233988.463
"662673.84905 237217.345";662673.84905;237217.345
"662674.910050001 210703.52";662674.910050001;210703.52
"662675.740049999 205453.77";662675.740049999;205453.77
"662678.63005 237217.936";662678.63005;237217.936
"662680.017050002 222380.437";662680.017050002;222380.437
"662680.082049999 231896.439";662680.082049999;231896.439
"662680.32505 222380.483";662680.32505;222380.483
"662680.943050001 215680.44";662680.943050001;215680.44
"662681.421050001 219073.378";662681.421050001;219073.378
"662683.18505 222382.372";662683.18505;222382.372
"662685.67405 233983.438";662685.67405;233983.438
"662686.071049999 222381.242";662686.071049999;222381.242
"662687.09705 231902.974";662687.09705;231902.974
"662689.498050001 231902.669";662689.498050001;231902.669
"662690.315049998 222377.712";662690.315049998;222377.712
"662691.296050001 231904.351";662691.296050001;231904.351
"662693.390050001 222162.87";662693.390050001;222162.87
"662693.70905 237219.295";662693.70905;237219.295
"662695.147050001 222376.822";662695.147050001;222376.822
"662695.537050001 231904.726";662695.537050001;231904.726
"662697.18505 215696.209";662697.18505;215696.209
"662697.690049998 233981.907";662697.690049998;233981.907
"662698.35605 222377.716";662698.35605;222377.716
"662698.897050001 237220.371";662698.897050001;237220.371
"662701.240049999 222192.159";662701.240049999;222192.159
"662702.023049999 222375.851";662702.023049999;222375.851
"662704.797049999 215705.265";662704.797049999;215705.265
"662705.782049999 222376.915";662705.782049999;222376.915
"662706.709249999 215709.1928";662706.709249999;215709.1928
"662706.798050001 233986.761";662706.798050001;233986.761
"662707.67405 205969.253";662707.67405;205969.253
"662709.283050001 222376.916";662709.283050001;222376.916
"662710.998050001 215718.002";662710.998050001;215718.002
"662711.22005 237222.996";662711.22005;237222.996
"662711.552049998 222378.49";662711.552049998;222378.49
"662712.13005 215720.327";662712.13005;215720.327
"662712.50505 233990.249";662712.50505;233990.249
"662713.333050001 237223.446";662713.333050001;237223.446
"662713.526050001 222247.548";662713.526050001;222247.548
"662714.63005 231925.38";662714.63005;231925.38
"662714.89505 222376.121";662714.89505;222376.121
"662716.11005 205475.85";662716.11005;205475.85
"662717.879050002 222376.685";662717.879050002;222376.685
"662718.394049998 233990.066";662718.394049998;233990.066
"662719.365049999 231908.687";662719.365049999;231908.687
"662719.725049999 222374.47";662719.725049999;222374.47
"662719.765050001 215733.265";662719.765050001;215733.265
"662721.39105 231908.286";662721.39105;231908.286
"662721.89305 222373.389";662721.89305;222373.389
"662723.41505 222370.2";662723.41505;222370.2
"662725.469050001 222365.897";662725.469050001;222365.897
"662726.940049998 233985.61";662726.940049998;233985.61
"662727.975049999 222363.313";662727.975049999;222363.313
"662728.180050001 210700.08";662728.180050001;210700.08
"662730.05105 222361.812";662730.05105;222361.812
"662732.38005 222358.81";662732.38005;222358.81
"662732.83805 210701.358";662732.83805;210701.358
"662732.861049999 222361.647";662732.861049999;222361.647
"662732.96305 233980.145";662732.96305;233980.145
"662733.25705 215745.792";662733.25705;215745.792
"662734.59505 237229.439";662734.59505;237229.439
"662742.35605 233978.95";662742.35605;233978.95
"662746.640050001 233975.858";662746.640050001;233975.858
"662747.517050002 219106.298";662747.517050002;219106.298
"662747.706050001 215755.531";662747.706050001;215755.531
"662753.164050002 205496.075";662753.164050002;205496.075
"662757.70905 233966.906";662757.70905;233966.906
"662758.61905 215760.369";662758.61905;215760.369
"662761.401050001 233960.275";662761.401050001;233960.275
"662763.04905 210709.647";662763.04905;210709.647
"662766.215050001 237238.352";662766.215050001;237238.352
"662768.697050001 213208.499";662768.697050001;213208.499
"662772.013050001 215764.847";662772.013050001;215764.847
"662772.180050001 222152.62";662772.180050001;222152.62
"662773.495049998 205994.317";662773.495049998;205994.317
"662774.100049999 233946.761";662774.100049999;233946.761
"662775.09705 233929.931";662775.09705;233929.931
"662775.76805 233941.558";662775.76805;233941.558
"662776.0 210713.2";662776.0;210713.2
"662777.57505 233936.167";662777.57505;233936.167
"662778.979049999 233920.208";662778.979049999;233920.208
"662779.408050001 215763.6688";662779.408050001;215763.6688
"662781.00505 215763.4142";662781.00505;215763.4142
"662781.916049998 233910.888";662781.916049998;233910.888
"662784.25705 215762.896";662784.25705;215762.896
"662785.120049998 233906.832";662785.120049998;233906.832
"662789.760049999 205516.05";662789.760049999;205516.05
"662796.105050001 218952.679";662796.105050001;218952.679
"662799.337049998 215763.977";662799.337049998;215763.977
"662799.789050002 218916.898";662799.789050002;218916.898
"662802.365049999 218922.702";662802.365049999;218922.702
"662806.729049999 233897.266";662806.729049999;233897.266
"662810.272050001 218932.913";662810.272050001;218932.913
"662812.237050001 215770.58";662812.237050001;215770.58
"662814.460050002 219139.64";662814.460050002;219139.64
"662816.36005 219071.1";662816.36005;219071.1
"662817.232050002 233893.426";662817.232050002;233893.426
"662818.13005 219003.09";662818.13005;219003.09
"662818.68705 210729.459";662818.68705;210729.459
"662821.650049999 218913.25";662821.650049999;218913.25
"662824.215050001 206013.609";662824.215050001;206013.609
"662829.181049999 215779.114";662829.181049999;215779.114
"662829.680050001 205536.52";662829.680050001;205536.52
"662835.11005 233885.569";662835.11005;233885.569
"662840.900049999 210737.92";662840.900049999;210737.92
"662841.025049999 218910.73";662841.025049999;218910.73
"662841.620049998 215791.226";662841.620049998;215791.226
"662842.033050001 233884.987";662842.033050001;233884.987
"662847.24205 237261.42";662847.24205;237261.42
"662849.05105 215799.774";662849.05105;215799.774
"662856.740049999 222141.44";662856.740049999;222141.44
"662857.712049998 213320.399";662857.712049998;213320.399
"662859.611049999 233873.061";662859.611049999;233873.061
"662864.69805 215814.064";662864.69805;215814.064
"662869.989050001 233864.589";662869.989050001;233864.589
"662877.901050001 215823.827";662877.901050001;215823.827
"662881.126049999 226494.194";662881.126049999;226494.194
"662882.727049999 233856.558";662882.727049999;233856.558
"662888.433049999 206038.009";662888.433049999;206038.009
"662888.95005 205566.97";662888.95005;205566.97
"662891.690049998 215830.212";662891.690049998;215830.212
"662894.300050002 210760.41";662894.300050002;210760.41
"662895.50705 233813.177";662895.50705;233813.177
"662896.223049998 233836.385";662896.223049998;233836.385
"662897.56405 233827.937";662897.56405;233827.937
"662903.852049999 233806.397";662903.852049999;233806.397
"662910.58405 222134.388";662910.58405;222134.388
"662912.559050001 215850.927";662912.559050001;215850.927
"662913.361049999 215851.723";662913.361049999;215851.723
"662915.570050001 222133.8";662915.570050001;222133.8
"662917.058049999 210763.704";662917.058049999;210763.704
"662921.341049999 215859.756";662921.341049999;215859.756
"662924.072050001 233797.555";662924.072050001;233797.555
"662926.876049999 233787.444";662926.876049999;233787.444
"662929.03105 237284.19";662929.03105;237284.19
"662930.160050001 205557.03";662930.160050001;205557.03
"662934.521049999 227636.43";662934.521049999;227636.43
"662938.00505 233765.343";662938.00505;233765.343
"662939.160050001 227639.443";662939.160050001;227639.443
"662941.387049999 237287.608";662941.387049999;237287.608
"662943.12105 215874.875";662943.12105;215874.875
"662943.804049999 206058.993";662943.804049999;206058.993
"662945.61005 210858.6";662945.61005;210858.6
"662947.199050002 237287.034";662947.199050002;237287.034
"662948.52005 233755.033";662948.52005;233755.033
"662948.690049998 227645.634";662948.690049998;227645.634
"662950.11005 210808.01";662950.11005;210808.01
"662950.32305 210805.608";662950.32305;210805.608
"662950.519049998 237282.621";662950.519049998;237282.621
"662953.580049999 210768.99";662953.580049999;210768.99
"662954.024050001 227653.456";662954.024050001;227653.456
"662954.318050001 237267.118";662954.318050001;237267.118
"662956.14305 218884.68";662956.14305;218884.68
"662959.638050001 215880.404";662959.638050001;215880.404
"662960.196049999 237242.747";662960.196049999;237242.747
"662962.901050001 227662.103";662962.901050001;227662.103
"662964.563050002 237224.257";662964.563050002;237224.257
"662966.11905 205548.345";662966.11905;205548.345
"662969.430050001 215885.891";662969.430050001;215885.891
"662979.982050002 233759.81";662979.982050002;233759.81
"662982.232050002 233760.317";662982.232050002;233760.317
"662983.39305 237146.477";662983.39305;237146.477
"662986.192049999 233762.846";662986.192049999;233762.846
"662990.405049998 227672.946";662990.405049998;227672.946
"662990.690049998 205542.41";662990.690049998;205542.41
"662990.787050001 233761.304";662990.787050001;233761.304
"662992.795049999 215921.752";662992.795049999;215921.752
"662996.94105 233765.622";662996.94105;233765.622
"662999.819049999 215928.585";662999.819049999;215928.585
"663001.56405 206080.924";663001.56405;206080.924
"663001.723049998 237068.835";663001.723049998;237068.835
"663002.660050001 210867.21";663002.660050001;210867.21
"663004.07305 233762.962";663004.07305;233762.962
"663008.357050002 236993.348";663008.357050002;236993.348
"663009.568050001 233765.562";663009.568050001;233765.562
"663009.78805 236997.125";663009.78805;236997.125
"663011.357050002 213513.669";663011.357050002;213513.669
"663012.420049999 222121.27";663012.420049999;222121.27
"663014.635049999 236996.888";663014.635049999;236996.888
"663015.25905 227680.624";663015.25905;227680.624
"663017.34705 237000.85";663017.34705;237000.85
"663017.752050001 236990.214";663017.752050001;236990.214
"663018.896049999 233763.592";663018.896049999;233763.592
"663022.41305 227684.415";663022.41305;227684.415
"663027.16505 215935.845";663027.16505;215935.845
"663028.96105 236986.493";663028.96105;236986.493
"663032.94105 227687.625";663032.94105;227687.625
"663035.398049999 233764.725";663035.398049999;233764.725
"663041.22005 227691.222";663041.22005;227691.222
"663041.75505 236984.578";663041.75505;236984.578
"663042.294050001 215951.453";663042.294050001;215951.453
"663042.846050002 233764.111";663042.846050002;233764.111
"663047.43705 233762.928";663047.43705;233762.928
"663049.923050001 227693.591";663049.923050001;227693.591
"663050.138050001 233765.583";663050.138050001;233765.583
"663056.223049998 233765.159";663056.223049998;233765.159
"663058.97005 210875.69";663058.97005;210875.69
"663062.035050001 233767.502";663062.035050001;233767.502
"663062.622049998 206104.056";663062.622049998;206104.056
"663063.878049999 215963.211";663063.878049999;215963.211
"663064.772050001 233770.812";663064.772050001;233770.812
"663069.589049999 236980.365";663069.589049999;236980.365
"663072.02005 205571.03";663072.02005;205571.03
"663073.205049999 215964.645";663073.205049999;215964.645
"663075.578049999 218863.79";663075.578049999;218863.79
"663082.304049999 233781.652";663082.304049999;233781.652
"663082.54005 213606.01";663082.54005;213606.01
"663087.480050001 236978.86";663087.480050001;236978.86
"663090.09505 236975.727";663090.09505;236975.727
"663092.525049999 227708.08";663092.525049999;227708.08
"663093.727049999 236975.654";663093.727049999;236975.654
"663095.23305 233773.268";663095.23305;233773.268
"663096.609049998 215957.987";663096.609049998;215957.987
"663096.76805 236978.125";663096.76805;236978.125
"663097.85605 210874.535";663097.85605;210874.535
"663098.716049999 236977.972";663098.716049999;236977.972
"663104.033050001 233770.882";663104.033050001;233770.882
"663108.52005 205568.68";663108.52005;205568.68
"663112.739050001 215956.171";663112.739050001;215956.171
"663114.776050001 236976.711";663114.776050001;236976.711
"663115.149050001 213648.197";663115.149050001;213648.197
"663115.605050001 236976.646";663115.605050001;236976.646
"663116.449050002 227718.452";663116.449050002;227718.452
"663118.425050002 206125.212";663118.425050002;206125.212
"663120.11905 233763.229";663120.11905;233763.229
"663123.196049999 218856.469";663123.196049999;218856.469
"663124.912050001 215952.9";663124.912050001;215952.9
"663127.618050002 227726.854";663127.618050002;227726.854
"663130.973049998 233772.079";663130.973049998;233772.079
"663131.07305 227729.104";663131.07305;227729.104
"663134.76605 227729.744";663134.76605;227729.744
"663137.093049999 227731.48";663137.093049999;227731.48
"663140.31005 227733.879";663140.31005;227733.879
"663140.480050001 210873.27";663140.480050001;210873.27
"663141.86005 233775.014";663141.86005;233775.014
"663142.23305 236974.489";663142.23305;236974.489
"663143.956050001 218854.84";663143.956050001;218854.84
"663146.546050001 213685.993";663146.546050001;213685.993
"663148.786049999 215942.969";663148.786049999;215942.969
"663148.844050001 227737.529";663148.844050001;227737.529
"663154.697050001 233777.927";663154.697050001;233777.927
"663156.600049999 205565.59";663156.600049999;205565.59
"663163.302049998 236974.144";663163.302049998;236974.144
"663165.07505 227747.127";663165.07505;227747.127
"663165.101050001 218856.558";663165.101050001;218856.558
"663171.45205 233774.75";663171.45205;233774.75
"663177.973049998 227752.859";663177.973049998;227752.859
"663178.973049998 233769.448";663178.973049998;233769.448
"663182.598049998 215939.076";663182.598049998;215939.076
"663184.469050001 236977.339";663184.469050001;236977.339
"663184.523049999 218863.052";663184.523049999;218863.052
"663187.73105 233764.382";663187.73105;233764.382
"663189.978050001 213730.482";663189.978050001;213730.482
"663191.960050002 210880.8";663191.960050002;210880.8
"663195.446049999 225853.113";663195.446049999;225853.113
"663196.09505 206164.983";663196.09505;206164.983
"663197.487050001 233766.06";663197.487050001;233766.06
"663197.561050002 227763.094";663197.561050002;227763.094
"663202.129050002 218873.904";663202.129050002;218873.904
"663202.903050002 233763.2";663202.903050002;233763.2
"663203.622049998 225847.125";663203.622049998;225847.125
"663204.620049998 236984.483";663204.620049998;236984.483
"663205.199050002 225845.97";663205.199050002;225845.97
"663205.601050001 233756.067";663205.601050001;233756.067
"663208.409049999 233751.219";663208.409049999;233751.219
"663209.77005 215929.53";663209.77005;215929.53
"663212.53105 225836.989";663212.53105;225836.989
"663217.68505 210878.845";663217.68505;210878.845
"663217.699050002 218887.628";663217.699050002;218887.628
"663218.229049999 225823.364";663218.229049999;225823.364
"663221.36005 218884.42";663221.36005;218884.42
"663228.53105 213759.259";663228.53105;213759.259
"663229.170049999 205560.81";663229.170049999;205560.81
"663229.690049998 215936.02";663229.690049998;215936.02
"663230.025049999 233737.233";663230.025049999;233737.233
"663231.353050001 236996.212";663231.353050001;236996.212
"663232.31005 227781.616";663232.31005;227781.616
"663233.307050001 236997.343";663233.307050001;236997.343
"663233.34505 206184.092";663233.34505;206184.092
"663239.68705 225783.183";663239.68705;225783.183
"663240.442049999 233740.773";663240.442049999;233740.773
"663242.960050002 227249.6";663242.960050002;227249.6
"663243.418049999 227787.753";663243.418049999;227787.753
"663243.420049999 210876.89";663243.420049999;210876.89
"663248.179049999 227789.28";663248.179049999;227789.28
"663249.199050002 225772.143";663249.199050002;225772.143
"663253.831050001 218915.393";663253.831050001;218915.393
"663255.216049999 227786.686";663255.216049999;227786.686
"663256.82305 237011.198";663256.82305;237011.198
"663257.940049998 215960.17";663257.940049998;215960.17
"663258.074050002 227254.508";663258.074050002;227254.508
"663258.25705 225767.031";663258.25705;225767.031
"663260.865049999 233740.685";663260.865049999;233740.685
"663261.287050001 227785.578";663261.287050001;227785.578
"663263.300050002 215971.84";663263.300050002;215971.84
"663263.558049999 218923.119";663263.558049999;218923.119
"663265.800050002 225765.411";663265.800050002;225765.411
"663265.82305 227781.923";663265.82305;227781.923
"663265.87105 206200.708";663265.87105;206200.708
"663272.523049999 233734.629";663272.523049999;233734.629
"663273.881050002 227776.608";663273.881050002;227776.608
"663273.900049999 218929.752";663273.900049999;218929.752
"663276.590050001 215985.05";663276.590050001;215985.05
"663277.796050001 237026.494";663277.796050001;237026.494
"663278.069049999 210870.133";663278.069049999;210870.133
"663278.68705 227774.496";663278.68705;227774.496
"663280.60805 225769.304";663280.60805;225769.304
"663282.455049999 233732.805";663282.455049999;233732.805
"663284.050050002 205529.28";663284.050050002;205529.28
"663284.525049999 225728.409";663284.525049999;225728.409
"663285.73305 233729.912";663285.73305;233729.912
"663287.42405 225768.37";663287.42405;225768.37
"663287.54205 225744.297";663287.54205;225744.297
"663289.15205 233730.147";663289.15205;233730.147
"663289.180050001 225719.552";663289.180050001;225719.552
"663291.537050001 233725.29";663291.537050001;233725.29
"663291.670049999 225760.927";663291.670049999;225760.927
"663292.16505 206214.158";663292.16505;206214.158
"663292.41305 233725.308";663292.41305;233725.308
"663292.471050002 227773.153";663292.471050002;227773.153
